             Run ID             |              name               |              name               | Yield PF (Gb) R1 | Yield PF (Gb) R2 | Avg Q Score R1 | Avg Q Score R2 | % Bases >=Q30 R1 | % Bases >=Q30 R2 | Cluster Density (K/mm^2) R1 | Cluster Density (K/mm^2) R2 | Clusters Raw R1 | Clusters Raw R2 | Clusters PF R1 | Clusters PF R2 | %PF R1 | %PF R2 | Intensity Cycle 1 R1 | Intensity Cycle 1 R2 | Intensity Cycle 20 R1 | Intensity Cycle 20 R2 | % Phasing R1 | % Phasing R2 | % Prephasing R1 | % Prephasing R2 | % Aligned R1 | % Aligned R2 | % Error Rate R1 | % Error Rate R2 
 150818_D00132_0137_BC71LCANXX  | Diag-excap48-2015-08-12         | Diag.686_687_688_689            | 35.12            | 35.12            |                |                |                  |                  | 1107                        | 1107                        | 307532655       | 307532655       | 280935470      | 280935470      | 91.4   | 91.4   | 7371                 | 12340                |                       |                       | 0.076        | 0.078        | 0.058           | 0.067           | 1.5          | 1.4          | 0.55            | 0.91
 150818_D00132_0137_BC71LCANXX  | Diag-excap48-2015-08-12         | Diag.690_691_692_693            | 36.65            | 36.65            |                |                |                  |                  | 1176                        | 1176                        | 326764255       | 326764255       | 293183680      | 293183680      | 89.7   | 89.7   | 7133                 | 1979                 |                       |                       | 0.071        | 0.077        | 0.061           | 0.069           | 1.2          | 1.1          | 0.58            | 1.01
 150821_7001448_0344_AC6T43ANXX | Sun-excap3-Pool1-2015-04-15     | Sun-excap3-Pool1                | 33.12            | 33.12            |                |                |                  |                  | 995                         | 995                         | 276322564       | 276322564       | 264979394      | 264979394      | 95.9   | 95.9   | 8867                 | 15595                |                       |                       | 0.089        | 0.082        | 0.052           | 0.056           | 1.9          | 1.9          | 0.37            | 0.49
 150821_7001448_0344_AC6T43ANXX | Sun-excap3-Pool1-2015-04-15     | Sun-excap3-Pool1                | 33.01            | 33.01            |                |                |                  |                  | 989                         | 989                         | 274839710       | 274839710       | 264063824      | 264063824      | 96.1   | 96.1   | 8275                 | 14733                |                       |                       | 0.09         | 0.081        | 0.053           | 0.057           | 1.9          | 1.9          | 0.35            | 0.48
 150821_7001448_0344_AC6T43ANXX | Sun-excap3-Pool1-2015-04-15     | Sun-excap3-Pool1                | 33.08            | 33.08            |                |                |                  |                  | 993                         | 993                         | 275947350       | 275947350       | 264626192      | 264626192      | 95.9   | 95.9   | 8493                 | 14865                |                       |                       | 0.09         | 0.081        | 0.054           | 0.056           | 1.9          | 1.9          | 0.35            | 0.49
 150821_7001448_0344_AC6T43ANXX | Diag-excap48-2015-08-12         | Diag.694_695_696_697            | 38.84            | 38.84            |                |                |                  |                  | 1199                        | 1199                        | 333171944       | 333171944       | 310711880      | 310711880      | 93.3   | 93.3   | 7741                 | 14198                |                       |                       | 0.079        | 0.082        | 0.055           | 0.056           | 1.2          | 1.1          | 0.38            | 0.58
 150821_7001448_0344_AC6T43ANXX | Diag-excap48-2015-08-12         | Diag.698_699_700_701            | 34.92            | 34.92            |                |                |                  |                  | 1055                        | 1055                        | 293000782       | 293000782       | 279340125      | 279340125      | 95.3   | 95.3   | 7948                 | 13720                |                       |                       | 0.084        | 0.078        | 0.053           | 0.059           | 1.5          | 1.5          | 0.35            | 0.48
 150821_7001448_0344_AC6T43ANXX | Diag-excap48-2015-08-12         | Diag.702_703_704_705            | 34.27            | 34.27            |                |                |                  |                  | 1032                        | 1032                        | 286782663       | 286782663       | 274180941      | 274180941      | 95.6   | 95.6   | 7946                 | 15007                |                       |                       | 0.086        | 0.079        | 0.053           | 0.058           | 1.5          | 1.5          | 0.36            | 0.5
 150821_7001448_0344_AC6T43ANXX | Diag-excap49-2015-08-20         | Diag.706_707_708_709            | 34.28            | 34.28            |                |                |                  |                  | 1032                        | 1032                        | 286615925       | 286615925       | 274209342      | 274209342      | 95.7   | 95.7   | 7974                 | 14133                |                       |                       | 0.086        | 0.077        | 0.052           | 0.056           | 1.6          | 1.5          | 0.35            | 0.5
 150821_7001448_0344_AC6T43ANXX | Diag-excap49-2015-08-20         | Diag.710_711_712_713            | 35.07            | 35.07            |                |                |                  |                  | 1059                        | 1059                        | 294333142       | 294333142       | 280543491      | 280543491      | 95.3   | 95.3   | 8462                 | 13427                |                       |                       | 0.086        | 0.079        | 0.05            | 0.055           | 1.5          | 1.4          | 0.36            | 0.5
 150826_D00132_0138_AC6T4TANXX  | Diag-excap49-2015-08-20         | Diag.714_715_716_717            | 32.15            | 32.15            |                |                |                  |                  | 989                         | 989                         | 274821533       | 274821533       | 257160545      | 257160545      | 93.6   | 93.6   | 8406                 | 14980                |                       |                       | 0.077        | 0.081        | 0.065           | 0.07            | 1.4          | 1.4          | 0.4             | 0.68
 150826_D00132_0138_AC6T4TANXX  | Diag-excap49-2015-08-20         | Diag.718_719_720_721            | 33.44            | 33.44            |                |                |                  |                  | 1040                        | 1040                        | 288992754       | 288992754       | 267522128      | 267522128      | 92.6   | 92.6   | 7225                 | 12254                |                       |                       | 0.078        | 0.079        | 0.065           | 0.072           | 1.3          | 1.3          | 0.42            | 0.72
 150826_D00132_0138_AC6T4TANXX  | Diag-excap49-2015-08-20         | Diag.722_723_724_725            | 33.07            | 33.07            |                |                |                  |                  | 1025                        | 1025                        | 284751886       | 284751886       | 264527000      | 264527000      | 92.9   | 92.9   | 7563                 | 13273                |                       |                       | 0.076        | 0.081        | 0.058           | 0.07            | 1.3          | 1.3          | 0.42            | 0.71
 150826_D00132_0138_AC6T4TANXX  | Diag-excap49-2015-08-20         | Diag.726_727_728_729            | 33.24            | 33.24            |                |                |                  |                  | 1035                        | 1035                        | 287628733       | 287628733       | 265885127      | 265885127      | 92.4   | 92.4   | 7577                 | 13164                |                       |                       | 0.076        | 0.08         | 0.064           | 0.072           | 1.3          | 1.3          | 0.43            | 0.72
 150826_D00132_0138_AC6T4TANXX  | Gajardo-strandRNA1-2015-06-23   | Gajardo-strandRNA1-pool         | 32.9             | 32.9             |                |                |                  |                  | 1016                        | 1016                        | 282267506       | 282267506       | 263171717      | 263171717      | 93.2   | 93.2   | 5648                 | 12479                |                       |                       | 0.069        | 0.072        | 0.064           | 0.063           | 1.3          | 1.2          | 0.41            | 0.63
 150826_D00132_0138_AC6T4TANXX  | Rogne-StrandRNA1-2015-06-26     | Rogne-strandRNA1-pool           | 33.54            | 33.54            |                |                |                  |                  | 1046                        | 1046                        | 290674042       | 290674042       | 268359882      | 268359882      | 92.3   | 92.3   | 4624                 | 8620                 |                       |                       | 0.069        | 0.079        | 0.063           | 0.066           | 1.2          | 1.2          | 0.43            | 0.7
 150826_D00132_0138_AC6T4TANXX  | Johannessen-mRNA5-2015-06-25    | Johannessen-mRNA5-pool1         | 36.36            | 36.36            |                |                |                  |                  | 1192                        | 1192                        | 331089305       | 331089305       | 290874449      | 290874449      | 87.9   | 87.9   | 1948                 | 2039                 |                       |                       | 0.065        | 0.082        | 0.067           | 0.078           | 0.8          | 0.8          | 0.53            | 0.94
 150826_D00132_0138_AC6T4TANXX  | Johannessen-mRNA5-2015-06-25    | Johannessen-mRNA5-pool2         | 34.23            | 34.23            |                |                |                  |                  | 1081                        | 1081                        | 300225345       | 300225345       | 273835378      | 273835378      | 91.2   | 91.2   | 2012                 | 12529                |                       |                       | 0.067        | 0.076        | 0.067           | 0.074           | 1.1          | 1.1          | 0.46            | 0.73
 150909_7001448_0348_BC7HHYANXX | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool1              |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 104426715      |                | 42.8   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 150909_7001448_0348_BC7HHYANXX | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool2              |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 103946022      |                | 42.4   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 150909_7001448_0348_BC7HHYANXX | Gabrielsen-RNA1-2015-08-03      | Gabrielsen-RNA1-Pool9           |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 111689911      |                | 33.1   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 150909_7001448_0348_BC7HHYANXX | Hagen-metaDNA2-2015-08-13       | EGEDNA                          |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 18780089       |                | 6      |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 150909_7001448_0348_BC7HHYANXX | Guderud-CpGiant-2015-08-17      | Guderud-CpGiant-Pool            |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 181847037      |                | 80.7   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 150909_7001448_0348_BC7HHYANXX | Diag-excap50-2015-09-08         | Diag.731_732_733_734            |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 241569531      |                | 90.1   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 150909_7001448_0348_BC7HHYANXX | Diag-excap50-2015-09-08         | Diag.735_736_737_738            |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 19383207       |                | 7.9    |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 150909_7001448_0348_BC7HHYANXX | Diag-excap50-2015-09-08         | Diag.739_740_741_742            |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 99132322       |                | 36.4   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 150911_D00132_0140_AC7GNJANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool1              | 28.03            | 28.03            |                |                |                  |                  | 904                         | 904                         | 251083446       | 251083446       | 224206016      | 224206016      | 89.3   | 89.3   | 6317                 | 9110                 |                       |                       | 0            | 0.081        | 0.019           | 0.074           | 1            | 0.9          | 0.59            | 0.76
 150911_D00132_0140_AC7GNJANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool1              | 28.03            | 28.03            |                |                |                  |                  | 905                         | 905                         | 251519061       | 251519061       | 224275858      | 224275858      | 89.2   | 89.2   | 6177                 | 8934                 |                       |                       | 0            | 0.079        | 0.022           | 0.076           | 0.9          | 0.9          | 0.61            | 0.74
 150911_D00132_0140_AC7GNJANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool1              | 28.05            | 28.05            |                |                |                  |                  | 906                         | 906                         | 251812957       | 251812957       | 224436041      | 224436041      | 89.1   | 89.1   | 6035                 | 8773                 |                       |                       | 0            | 0.079        | 0.023           | 0.074           | 0.9          | 0.9          | 0.62            | 0.75
 150911_D00132_0140_AC7GNJANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool1              | 27.36            | 27.36            |                |                |                  |                  | 887                         | 887                         | 246329276       | 246329276       | 218852694      | 218852694      | 88.8   | 88.8   | 5744                 | 8825                 |                       |                       | 0            | 0.079        | 0.014           | 0.076           | 1            | 0.9          | 0.62            | 0.73
 150911_D00132_0140_AC7GNJANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool1              | 27.93            | 27.93            |                |                |                  |                  | 900                         | 900                         | 250093335       | 250093335       | 223426359      | 223426359      | 89.3   | 89.3   | 5808                 | 8593                 |                       |                       | 0            | 0.08         | 0.023           | 0.08            | 0.9          | 0.9          | 0.63            | 0.73
 150911_D00132_0140_AC7GNJANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool3              | 26.18            | 26.18            |                |                |                  |                  | 819                         | 819                         | 227552060       | 227552060       | 209446617      | 209446617      | 92     | 92     | 6107                 | 1894                 |                       |                       | 0            | 0.082        | 0.016           | 0.08            | 1            | 1            | 0.56            | 0.64
 150911_D00132_0140_AC7GNJANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool3              | 26.27            | 26.27            |                |                |                  |                  | 823                         | 823                         | 228730518       | 228730518       | 210152136      | 210152136      | 91.9   | 91.9   | 6186                 | 1910                 |                       |                       | 0            | 0.081        | 0.014           | 0.075           | 1            | 1            | 0.55            | 0.64
 150911_D00132_0140_AC7GNJANXX  | Diag-excap50-2015-09-08         | Diag.743_744_745_746            | 29.42            | 29.42            |                |                |                  |                  | 900                         | 900                         | 249921885       | 249921885       | 235338814      | 235338814      | 94.2   | 94.2   | 6535                 | 2256                 |                       |                       | 0.085        | 0.085        | 0.06            | 0.074           | 0.8          | 0.8          | 0.57            | 0.68
 150923_D00132_0144_BC6T46ANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool1              | 28.45            | 28.45            |                |                |                  |                  | 928                         | 928                         | 257856147       | 257856147       | 227568500      | 227568500      | 88.3   | 88.3   | 8063                 | 11416                |                       |                       | 0            | 0.083        | 0.026           | 0.069           | 0.9          | 0.8          | 0.59            | 0.84
 150923_D00132_0144_BC6T46ANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool2              | 28.83            | 28.83            |                |                |                  |                  | 934                         | 934                         | 259401799       | 259401799       | 230667633      | 230667633      | 88.9   | 88.9   | 7608                 | 11009                |                       |                       | 0            | 0.084        | 0.025           | 0.073           | 0.9          | 0.8          | 0.57            | 0.85
 150923_D00132_0144_BC6T46ANXX  | Gabrielsen-RNA1-2015-08-03      | Gabrielsen-RNA1-Pool9           | 34.45            | 34.45            |                |                |                  |                  | 1162                        | 1162                        | 322764207       | 322764207       | 275580022      | 275580022      | 85.4   | 85.4   | 10143                | 1762                 |                       |                       | 0.071        | 0.089        | 0.066           | 0.075           | 0.3          | 0.3          | 0.79            | 1.09
 150923_D00132_0144_BC6T46ANXX  | Hagen-metaDNA2-2015-08-13       | EGEDNA                          | 30.97            | 30.97            |                |                |                  |                  | 1093                        | 1093                        | 303627476       | 303627476       | 247727163      | 247727163      | 81.6   | 81.6   | 5230                 | 705                  |                       |                       | 0.066        | 0.087        | 0.063           | 0.068           | 0.5          | 0.5          | 0.6             | 0.76
 150923_D00132_0144_BC6T46ANXX  | Guderud-CpGiant-2015-08-17      | Guderud-CpGiant-Pool            | 27.63            | 27.63            |                |                |                  |                  | 888                         | 888                         | 246690417       | 246690417       | 221075386      | 221075386      | 89.6   | 89.6   | 7808                 | 2344                 |                       |                       | 0.004        | 0.022        | 0.001           | 0.006           | 0.9          | 0.7          | 0.73            | 1.65
 150923_D00132_0144_BC6T46ANXX  | Diag-excap50-2015-09-08         | Diag.731_732_733_734            | 32.74            | 32.74            |                |                |                  |                  | 1014                        | 1014                        | 281684079       | 281684079       | 261902405      | 261902405      | 93     | 93     | 7889                 | 12113                |                       |                       | 0.075        | 0.089        | 0.061           | 0.066           | 0.7          | 0.7          | 0.63            | 0.81
 150923_D00132_0144_BC6T46ANXX  | Diag-excap50-2015-09-08         | Diag.735_736_737_738            | 30.67            | 30.67            |                |                |                  |                  | 938                         | 938                         | 260581259       | 260581259       | 245322005      | 245322005      | 94.1   | 94.1   | 8588                 | 13823                |                       |                       | 0.079        | 0.091        | 0.059           | 0.071           | 1.3          | 1.2          | 0.45            | 0.61
 150923_D00132_0144_BC6T46ANXX  | Diag-excap50-2015-09-08         | Diag.739_740_741_742            | 33.34            | 33.34            |                |                |                  |                  | 1034                        | 1034                        | 287359658       | 287359658       | 266695063      | 266695063      | 92.8   | 92.8   | 8389                 | 14413                |                       |                       | 0.074        | 0.089        | 0.06            | 0.076           | 1.1          | 1            | 0.49            | 0.7
 151001_D00132_0145_AC7GM0ANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool5              |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 107889628      |                | 43.7   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0145_AC7GM0ANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool5              |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 51124039       |                | 20.6   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0145_AC7GM0ANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool6              |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 19132353       |                | 8      |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0145_AC7GM0ANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool6              |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 200575901      |                | 84.5   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0145_AC7GM0ANXX  | Gabrielsen-RNA1-2015-08-03      | Gabrielsen-RNA1-Pool6           |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 112924921      |                | 35.8   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0145_AC7GM0ANXX  | Hagen-metaDNA2-2015-08-13       | EGEDNA                          |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 243700503      |                | 87.8   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0145_AC7GM0ANXX  | Diag-excap51-2015-09-23         | Diag.751_752_753_754            |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 140616481      |                | 54.5   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0145_AC7GM0ANXX  | Diag-excap51-2015-09-23         | Diag.755_756_757_758            |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 206816122      |                | 77.6   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0146_BC7G7GANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool7              |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 95090401       |                | 33.1   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0146_BC7G7GANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool7              |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 99280480       |                | 34.1   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0146_BC7G7GANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool7              |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 100448779      |                | 34.3   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0146_BC7G7GANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool7              |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 45286813       |                | 15.5   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0146_BC7G7GANXX  | Kent-cowDNA-2015-06-19          | Kent-cowDNA2-pool8              |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 206951125      |                | 84.4   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0146_BC7G7GANXX  | Diag-excap51-2015-09-23         | Diag.759_760_761_762            |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 246830558      |                | 94     |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0146_BC7G7GANXX  | Diag-excap51-2015-09-23         | Diag.763_764_765_766            |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 21740571       |                | 8      |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151001_D00132_0146_BC7G7GANXX  | Diag-excap51-2015-09-23         | Diag.767_768_769_770            |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 125548978      |                | 48.3   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151002_7001448_0359_AC7F6GANXX | Sun-excap3-Pool1-2015-04-15     | Sun-excap3-Pool1                |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 128844026      |                | 48.5   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151002_7001448_0359_AC7F6GANXX | Sun-excap3-Pool1-2015-04-15     | Sun-excap3-Pool1                |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 129483856      |                | 48.3   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151002_7001448_0359_AC7F6GANXX | Sun-excap3-Pool1-2015-04-15     | Sun-excap3-Pool1                |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 129405003      |                | 48.3   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151002_7001448_0359_AC7F6GANXX | Sun-excap3-Pool1-2015-04-15     | Sun-excap3-Pool1                |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 33102412       |                | 12.3   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151002_7001448_0359_AC7F6GANXX | Sun-excap3-Pool1-2015-04-15     | Sun-excap3-Pool1                |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 237914389      |                | 88.3   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151002_7001448_0359_AC7F6GANXX | Diag-excap51-2015-09-23         | Diag.771_772_773_774            |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 265373715      |                | 95.8   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151002_7001448_0359_AC7F6GANXX | Diag-excap51-2015-09-23         | Diag.775_776_778                |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 22561649       |                | 8.3    |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
 151002_7001448_0359_AC7F6GANXX | Diag-excap51-2015-09-23         | Diag.779_780_781_782            |                  |                  |                |                |                  |                  |                             |                             |                 |                 | 93433670       |                | 31.4   |        |                      |                      |                       |                       |              |              |                 |                 |              |              |                 | 
(136 rows)

